tx_id,date,amount,currency,category,merchant,description
TX000391,2026-01-26,940.41,RUB,food,Магнит,Покупка в Магнит
TX000095,2026-01-28,5255.33,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000537,2026-01-28,2798.37,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000787,2026-01-29,3760.13,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000829,2026-01-29,24692.64,RUB,shopping,Lamoda,Покупка в Lamoda
TX000712,2026-01-30,27615.25,RUB,shopping,М.Видео,Покупка в М.Видео
TX000958,2026-01-31,4206.32,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000660,2026-02-01,3645.78,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000985,2026-02-01,3030.53,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000155,2026-02-02,3137.52,RUB,entertainment,Okko,Покупка в Okko
TX000062,2026-02-03,3639.04,RUB,entertainment,Wink,Покупка в Wink
TX000392,2026-02-03,6529.64,RUB,health,Медицина,Покупка в Медицина
TX000156,2026-02-04,21691.54,RUB,shopping,М.Видео,Покупка в М.Видео
TX000037,2026-02-05,11530.46,RUB,shopping,Ozon,Покупка в Ozon
TX000884,2026-02-05,4462.07,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000028,2026-02-06,5008.82,RUB,shopping,Wildberries,Покупка в Wildberries
TX000130,2026-02-06,3733.53,RUB,health,Медицина,Покупка в Медицина
TX000484,2026-02-06,1865.49,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000929,2026-02-06,3333.98,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000972,2026-02-06,17500.23,RUB,shopping,Ozon,Покупка в Ozon
TX000532,2026-02-07,4893.97,RUB,food,Лента,Покупка в Лента
TX000748,2026-02-07,425.37,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000865,2026-02-07,495.71,RUB,transport,Метро,Покупка в Метро
TX000094,2026-02-08,5856.1,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000580,2026-02-08,3846.81,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000782,2026-02-08,4876.7,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000229,2026-02-09,2696.53,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000512,2026-02-10,1705.72,RUB,food,Магнит,Покупка в Магнит
TX000763,2026-02-10,1921.43,RUB,transport,Uber,Покупка в Uber
TX000192,2026-02-11,2081.47,RUB,shopping,М.Видео,Покупка в М.Видео
TX000410,2026-02-11,1907.58,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000841,2026-02-11,2039.2,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000442,2026-02-14,7636.48,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000205,2026-02-15,4560.37,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000737,2026-02-15,12084.67,RUB,shopping,М.Видео,Покупка в М.Видео
TX000813,2026-02-15,3898.47,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000862,2026-02-15,3015.72,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000408,2026-02-16,3541.15,RUB,food,Магнит,Покупка в Магнит
TX000548,2026-02-16,635.87,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000271,2026-02-17,20585.23,RUB,shopping,М.Видео,Покупка в М.Видео
TX000345,2026-02-17,4737.56,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000387,2026-02-17,656.82,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000407,2026-02-17,4852.59,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000531,2026-02-17,391.58,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000572,2026-02-18,1063.91,RUB,food,Магнит,Покупка в Магнит
TX000665,2026-02-18,14006.92,RUB,shopping,Ozon,Покупка в Ozon
TX000733,2026-02-18,8170.29,RUB,other,Подписка,Покупка в Подписка
TX000821,2026-02-18,4729.06,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000930,2026-02-18,2632.62,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000542,2026-02-19,3590.26,RUB,entertainment,Wink,Покупка в Wink
TX000597,2026-02-19,1716.13,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000760,2026-02-19,2604.97,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000077,2026-02-20,2628.25,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000273,2026-02-20,4762.72,RUB,health,Аптека Ригла,Покупка в Аптека Ригла
TX000735,2026-02-20,4357.85,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000755,2026-02-20,2488.67,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000984,2026-02-20,3690.41,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000464,2026-02-21,23149.56,RUB,shopping,Ozon,Покупка в Ozon
TX000480,2026-02-21,29273.54,RUB,shopping,Lamoda,Покупка в Lamoda
TX000818,2026-02-21,13331.99,RUB,shopping,Wildberries,Покупка в Wildberries
TX000042,2026-02-22,6196.93,RUB,health,Медицина,Покупка в Медицина
TX000383,2026-02-22,3229.15,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000110,2026-02-24,4148.63,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000412,2026-02-25,1340.67,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000522,2026-02-25,893.03,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000801,2026-02-26,2943.37,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000823,2026-02-26,1707.36,RUB,food,Магнит,Покупка в Магнит
TX000495,2026-02-27,3465.91,RUB,food,Лента,Покупка в Лента
TX000552,2026-02-27,280.16,RUB,transport,Uber,Покупка в Uber
TX000726,2026-02-27,2914.88,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000288,2026-02-28,5977.6,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000895,2026-02-28,2473.14,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000989,2026-02-28,431.53,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000031,2026-03-01,4241.56,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000228,2026-03-01,1131.39,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000703,2026-03-01,1145.96,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000543,2026-03-02,2000.6,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000561,2026-03-02,27558.72,RUB,shopping,Wildberries,Покупка в Wildberries
TX000772,2026-03-02,4110.64,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000511,2026-03-03,4751.38,RUB,food,Лента,Покупка в Лента
TX000307,2026-03-04,2198.98,RUB,entertainment,Okko,Покупка в Okko
TX000328,2026-03-04,1276.38,RUB,food,Магнит,Покупка в Магнит
TX000035,2026-03-05,5126.05,RUB,other,Перевод,Покупка в Перевод
TX000082,2026-03-05,1954.56,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000354,2026-03-05,2901.91,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000653,2026-03-05,1720.06,RUB,food,Магнит,Покупка в Магнит
TX000822,2026-03-05,1139.09,RUB,health,Медицина,Покупка в Медицина
TX000081,2026-03-06,7474.52,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000217,2026-03-06,1031.07,RUB,transport,Метро,Покупка в Метро
TX000883,2026-03-06,1453.41,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000400,2026-03-07,16858.95,RUB,shopping,Lamoda,Покупка в Lamoda
TX000795,2026-03-07,1424.56,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000831,2026-03-07,3294.4,RUB,shopping,Ozon,Покупка в Ozon
TX000978,2026-03-07,1698.04,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000076,2026-03-08,4992.58,RUB,food,Лента,Покупка в Лента
TX000243,2026-03-08,1793.57,RUB,food,Лента,Покупка в Лента
TX000388,2026-03-08,4253.26,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000864,2026-03-08,1247.23,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000880,2026-03-08,3503.13,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000992,2026-03-08,12915.71,RUB,shopping,Lamoda,Покупка в Lamoda
TX000197,2026-03-09,2555.63,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000251,2026-03-09,994.76,RUB,other,Подписка,Покупка в Подписка
TX000322,2026-03-10,647.5,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000627,2026-03-10,3656.98,RUB,shopping,Ozon,Покупка в Ozon
TX000890,2026-03-10,1627.52,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000959,2026-03-10,1694.75,RUB,health,Медицина,Покупка в Медицина
TX000319,2026-03-11,1256.32,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000377,2026-03-11,807.52,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000635,2026-03-11,4657.1,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000816,2026-03-11,614.14,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000003,2026-03-12,352.56,RUB,food,Магнит,Покупка в Магнит
TX000176,2026-03-12,23891.52,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000469,2026-03-12,3149.26,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000599,2026-03-12,4266.24,RUB,food,Магнит,Покупка в Магнит
TX000632,2026-03-12,22907.78,RUB,shopping,М.Видео,Покупка в М.Видео
TX000739,2026-03-12,3240.01,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000885,2026-03-12,28284.11,RUB,shopping,DNS,Покупка в DNS
TX000027,2026-03-13,1577.63,RUB,transport,Uber,Покупка в Uber
TX000487,2026-03-13,2140.27,RUB,entertainment,Okko,Покупка в Okko
TX000858,2026-03-13,2114.61,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000875,2026-03-14,6398.25,RUB,other,Перевод,Покупка в Перевод
TX000168,2026-03-15,4187.51,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000453,2026-03-15,2336.53,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000459,2026-03-15,476.34,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000547,2026-03-15,3334.04,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000764,2026-03-15,5229.79,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000785,2026-03-15,2208.23,RUB,shopping,Ozon,Покупка в Ozon
TX000892,2026-03-15,218.31,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000118,2026-03-16,927.86,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000372,2026-03-16,3934.83,RUB,entertainment,Okko,Покупка в Okko
TX000690,2026-03-16,1839.11,RUB,entertainment,Okko,Покупка в Okko
TX000767,2026-03-16,2432.65,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000834,2026-03-16,2818.97,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000651,2026-03-17,3622.92,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000071,2026-03-18,390.76,RUB,food,Лента,Покупка в Лента
TX000247,2026-03-18,1252.7,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000312,2026-03-18,2667.98,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000339,2026-03-18,438.86,RUB,food,Лента,Покупка в Лента
TX000631,2026-03-18,3069.75,RUB,other,Перевод,Покупка в Перевод
TX000969,2026-03-18,1065.71,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000256,2026-03-19,5514.52,RUB,shopping,Ozon,Покупка в Ozon
TX000355,2026-03-19,2122.16,RUB,food,Лента,Покупка в Лента
TX000435,2026-03-19,3689.99,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000467,2026-03-19,4495.64,RUB,food,Лента,Покупка в Лента
TX000133,2026-03-20,1316.01,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000446,2026-03-20,1178.84,RUB,transport,Метро,Покупка в Метро
TX000663,2026-03-20,2524.31,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000619,2026-03-21,3381.69,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000637,2026-03-21,1991.02,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000645,2026-03-21,1314.29,RUB,food,Магнит,Покупка в Магнит
TX000817,2026-03-21,3333.86,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000835,2026-03-21,27564.14,RUB,shopping,Lamoda,Покупка в Lamoda
TX000075,2026-03-22,4659.29,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000122,2026-03-22,8512.4,RUB,other,Подписка,Покупка в Подписка
TX000191,2026-03-22,2123.4,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000461,2026-03-22,3346.36,RUB,entertainment,Wink,Покупка в Wink
TX000601,2026-03-22,1666.65,RUB,shopping,DNS,Покупка в DNS
TX000776,2026-03-22,28656.36,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000863,2026-03-22,6927.15,RUB,health,Медицина,Покупка в Медицина
TX000202,2026-03-23,25858.4,RUB,shopping,М.Видео,Покупка в М.Видео
TX000101,2026-03-24,1537.29,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000151,2026-03-24,1276.27,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000069,2026-03-25,528.9,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000321,2026-03-25,9237.55,RUB,other,Подписка,Покупка в Подписка
TX000443,2026-03-25,567.95,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000911,2026-03-25,4588.03,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000979,2026-03-26,987.73,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000136,2026-03-27,2148.62,RUB,transport,Uber,Покупка в Uber
TX000306,2026-03-27,2725.21,RUB,food,Магнит,Покупка в Магнит
TX000426,2026-03-27,3302.54,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000743,2026-03-27,11067.57,RUB,shopping,М.Видео,Покупка в М.Видео
TX000792,2026-03-27,888.74,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000371,2026-03-28,4950.4,RUB,shopping,DNS,Покупка в DNS
TX000832,2026-03-28,1235.19,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000902,2026-03-28,759.79,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000477,2026-03-29,311.62,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000570,2026-03-29,1669.37,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000440,2026-03-30,8599.38,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000020,2026-03-31,20696.12,RUB,shopping,Ozon,Покупка в Ozon
TX000344,2026-03-31,4925.34,RUB,food,Магнит,Покупка в Магнит
TX000565,2026-03-31,1948.29,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000633,2026-03-31,1702.83,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000852,2026-03-31,4118.17,RUB,food,Лента,Покупка в Лента
TX000055,2026-04-01,2605.13,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000186,2026-04-01,468.41,RUB,entertainment,Okko,Покупка в Okko
TX000222,2026-04-01,14128.3,RUB,shopping,DNS,Покупка в DNS
TX000771,2026-04-01,1618.6,RUB,food,Магнит,Покупка в Магнит
TX000085,2026-04-02,1881.17,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000305,2026-04-02,5640.26,RUB,shopping,Wildberries,Покупка в Wildberries
TX000338,2026-04-02,4890.92,RUB,health,Медицина,Покупка в Медицина
TX000376,2026-04-02,2068.8,RUB,transport,Метро,Покупка в Метро
TX000399,2026-04-02,7022.11,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000508,2026-04-02,4747.78,RUB,health,Медицина,Покупка в Медицина
TX000126,2026-04-03,2686.2,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000267,2026-04-03,3179.75,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000828,2026-04-03,2101.97,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000584,2026-04-04,2139.53,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000253,2026-04-05,4536.44,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000287,2026-04-05,438.36,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000498,2026-04-05,15252.3,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000086,2026-04-06,4180.87,RUB,food,Магнит,Покупка в Магнит
TX000308,2026-04-06,3798.04,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000420,2026-04-06,3531.33,RUB,entertainment,Wink,Покупка в Wink
TX000349,2026-04-07,3357.45,RUB,health,Аптека Ригла,Покупка в Аптека Ригла
TX000369,2026-04-07,1707.52,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000722,2026-04-07,4473.73,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000826,2026-04-08,2120.95,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000098,2026-04-09,718.86,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000536,2026-04-09,3446.23,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000986,2026-04-09,3322.59,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000242,2026-04-10,4114.03,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000249,2026-04-10,26235.3,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000680,2026-04-10,1847.71,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000798,2026-04-10,618.99,RUB,transport,Uber,Покупка в Uber
TX000955,2026-04-10,2142.07,RUB,food,Магнит,Покупка в Магнит
TX000583,2026-04-11,684.3,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000882,2026-04-11,553.81,RUB,food,Магнит,Покупка в Магнит
TX000581,2026-04-12,3874.35,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000335,2026-04-13,3239.23,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000791,2026-04-13,23257.19,RUB,shopping,Wildberries,Покупка в Wildberries
TX000839,2026-04-13,1245.5,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000103,2026-04-14,1060.33,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000170,2026-04-14,1702.26,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000472,2026-04-14,219.46,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000931,2026-04-14,7070.86,RUB,health,Медицина,Покупка в Медицина
TX000938,2026-04-14,3166.56,RUB,shopping,М.Видео,Покупка в М.Видео
TX000303,2026-04-15,727.65,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000448,2026-04-15,28835.34,RUB,shopping,Ozon,Покупка в Ozon
TX000656,2026-04-15,1809.76,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000848,2026-04-15,1300.61,RUB,entertainment,Wink,Покупка в Wink
TX000689,2026-04-16,4946.98,RUB,shopping,DNS,Покупка в DNS
TX000212,2026-04-18,4820.85,RUB,health,Медицина,Покупка в Медицина
TX000421,2026-04-20,7982.68,RUB,shopping,Lamoda,Покупка в Lamoda
TX000582,2026-04-20,5034.91,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000060,2026-04-21,4996.56,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000227,2026-04-21,2692.78,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000188,2026-04-22,1064.23,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000913,2026-04-22,5544.39,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000788,2026-04-23,858.62,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000259,2026-04-24,8032.14,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000266,2026-04-24,2099.87,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000756,2026-04-24,20559.49,RUB,shopping,DNS,Покупка в DNS
TX000006,2026-04-25,1535.32,RUB,food,Лента,Покупка в Лента
TX000346,2026-04-25,10179.61,RUB,shopping,Lamoda,Покупка в Lamoda
TX000409,2026-04-26,13733.74,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000568,2026-04-27,8006.49,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000741,2026-04-27,1510.97,RUB,entertainment,Wink,Покупка в Wink
TX000999,2026-04-27,10252.81,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000107,2026-04-28,3602.17,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000221,2026-04-28,4351.57,RUB,food,Магнит,Покупка в Магнит
TX000416,2026-04-28,1598.11,RUB,food,ВкусВилл,Покупка в ВкусВилл
